raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed
522,212,32,31,0,\N,F,25,0,0,\N,\N,\N,\N,\N
522,232,60,24,0,\N,F,26,0,0,\N,\N,\N,\N,\N
523,178,3,27,2,1,1,1,9,75,6079775,\N,\N,\N,\N
523,222,6,11,5,2,2,2,6,75,6101558,\N,\N,\N,\N
523,172,27,26,7,3,3,3,4,75,6143028,\N,\N,\N,\N
523,137,204,6,11,4,4,4,3,74,\N,\N,\N,\N,\N
523,235,27,25,20,5,5,5,2,74,\N,\N,\N,\N,\N
523,200,21,30,18,6,6,6,1,73,\N,\N,\N,\N,\N
523,212,32,31,24,7,7,7,0,73,\N,\N,\N,\N,\N
523,202,25,3,10,\N,R,8,0,51,\N,\N,\N,\N,\N
523,203,6,12,6,\N,R,9,0,49,\N,\N,\N,\N,\N
523,173,58,18,22,\N,R,10,0,40,\N,\N,\N,\N,\N
523,177,59,20,8,\N,R,11,0,33,\N,\N,\N,\N,\N
523,219,4,15,4,\N,R,12,0,26,\N,\N,\N,\N,\N
523,187,1,7,12,\N,R,13,0,22,\N,\N,\N,\N,\N
523,197,25,4,16,\N,R,14,0,20,\N,\N,\N,\N,\N
523,233,54,9,15,\N,R,15,0,19,\N,\N,\N,\N,\N
523,136,58,17,23,\N,R,16,0,12,\N,\N,\N,\N,\N
523,207,32,1,17,\N,R,17,0,9,\N,\N,\N,\N,\N
523,119,21,29,19,\N,R,18,0,7,\N,\N,\N,\N,\N
523,175,1,8,14,\N,R,19,0,6,\N,\N,\N,\N,\N
523,182,204,5,9,\N,W,20,0,4,\N,\N,\N,\N,\N
523,224,56,14,21,\N,R,21,0,2,\N,\N,\N,\N,\N
523,199,32,2,13,\N,R,22,0,1,\N,\N,\N,\N,\N
523,163,4,16,1,\N,R,23,0,1,\N,\N,\N,\N,\N
523,223,3,28,3,\N,R,24,0,0,\N,\N,\N,\N,\N
523,236,57,22,0,\N,F,25,0,0,\N,\N,\N,\N,\N
523,232,60,24,0,\N,F,26,0,0,\N,\N,\N,\N,\N
524,222,6,11,3,1,1,1,9,50,4920220,\N,\N,\N,\N
524,203,6,12,5,2,2,2,6,50,4920680,\N,\N,\N,\N
524,223,3,28,6,3,3,3,4,50,4925000,\N,\N,\N,\N
524,182,204,5,9,4,4,4,3,50,4974620,\N,\N,\N,\N
524,207,32,1,10,5,5,5,2,50,4979920,\N,\N,\N,\N
524,197,25,4,16,6,6,6,1,50,4981770,\N,\N,\N,\N
524,199,32,2,13,7,7,7,0,50,5004360,\N,\N,\N,\N
524,224,56,14,20,8,8,8,0,49,\N,\N,\N,\N,\N
524,178,3,27,4,9,9,9,0,49,\N,\N,\N,\N,\N
524,202,25,3,12,10,10,10,0,49,\N,\N,\N,\N,\N
524,233,54,9,15,11,11,11,0,49,\N,\N,\N,\N,\N
524,230,51,36,22,12,12,12,0,49,\N,\N,\N,\N,\N
524,119,21,29,17,13,13,13,0,47,\N,\N,\N,\N,\N
524,219,4,15,1,14,14,14,0,45,\N,\N,\N,\N,\N
524,172,27,26,7,\N,R,15,0,41,\N,\N,\N,\N,\N
524,177,59,20,23,\N,R,16,0,41,\N,\N,\N,\N,\N
524,235,27,25,11,\N,R,17,0,40,\N,\N,\N,\N,\N
524,173,58,18,24,\N,R,18,0,33,\N,\N,\N,\N,\N
524,152,51,35,18,\N,R,19,0,28,\N,\N,\N,\N,\N
524,163,4,16,2,\N,R,20,0,13,\N,\N,\N,\N,\N
524,187,1,7,19,\N,R,21,0,13,\N,\N,\N,\N,\N
524,175,1,8,14,\N,R,22,0,3,\N,\N,\N,\N,\N
524,200,21,30,21,\N,R,23,0,3,\N,\N,\N,\N,\N
524,137,204,6,8,\N,R,24,0,1,\N,\N,\N,\N,\N
524,136,58,17,0,\N,F,25,0,0,\N,\N,\N,\N,\N
524,176,57,22,0,\N,F,26,0,0,\N,\N,\N,\N,\N
524,232,60,24,0,\N,F,27,0,0,\N,\N,\N,\N,\N
524,212,62,31,0,\N,F,28,0,0,\N,\N,\N,\N,\N
525,178,3,27,1,1,1,1,9,72,6726892,\N,\N,\N,\N
525,203,6,12,2,2,2,2,6,72,6727972,\N,\N,\N,\N
525,223,3,28,3,3,3,3,4,72,6800548,\N,\N,\N,\N
525,222,6,11,9,4,4,4,3,71,\N,\N,\N,\N,\N
525,202,25,3,6,5,5,5,2,71,\N,\N,\N,\N,\N
525,187,1,7,17,6,6,6,1,70,\N,\N,\N,\N,\N
525,217,182,5,17,7,7,7,0,68,\N,\N,\N,\N,\N
525,224,56,14,15,8,8,8,0,67,\N,\N,\N,\N,\N
525,136,58,17,21,9,9,9,0,67,\N,\N,\N,\N,\N
525,207,32,1,10,10,10,10,0,66,\N,\N,\N,\N,\N
525,137,182,6,4,\N,R,11,0,61,\N,\N,\N,\N,\N
525,230,51,36,18,\N,R,12,0,52,\N,\N,\N,\N,\N
525,235,27,25,16,\N,R,13,0,47,\N,\N,\N,\N,\N
525,197,25,4,13,\N,R,14,0,33,\N,\N,\N,\N,\N
525,206,25,33,24,\N,R,15,0,28,\N,\N,\N,\N,\N
525,212,62,31,22,\N,R,16,0,26,\N,\N,\N,\N,\N
525,219,4,15,7,\N,R,17,0,24,\N,\N,\N,\N,\N
525,173,58,18,23,\N,R,18,0,24,\N,\N,\N,\N,\N
525,199,32,2,11,\N,R,19,0,23,\N,\N,\N,\N,\N
525,119,21,29,14,\N,R,20,0,20,\N,\N,\N,\N,\N
525,175,1,8,20,\N,R,21,0,19,\N,\N,\N,\N,\N
525,163,4,16,8,\N,R,22,0,14,\N,\N,\N,\N,\N
525,233,54,9,12,\N,R,23,0,14,\N,\N,\N,\N,\N
525,172,27,26,5,\N,R,24,0,10,\N,\N,\N,\N,\N
525,200,21,30,0,\N,F,25,0,0,\N,\N,\N,\N,\N
525,176,57,22,0,\N,F,26,0,0,\N,\N,\N,\N,\N
525,177,59,20,0,\N,F,27,0,0,\N,\N,\N,\N,\N
525,237,56,19,0,\N,F,28,0,0,\N,\N,\N,\N,\N
525,232,60,24,0,\N,F,29,0,0,\N,\N,\N,\N,\N
525,182,182,5,0,\N,W,30,0,0,\N,\N,\N,\N,\N
526,203,6,12,3,1,1,1,9,59,6737734,\N,\N,\N,\N
526,163,4,16,7,2,2,2,6,59,6786521,\N,\N,\N,\N
526,202,25,3,10,3,3,3,4,59,6790933,\N,\N,\N,\N
526,173,58,18,20,4,4,4,3,59,6828246,\N,\N,\N,\N
526,233,54,9,14,5,5,5,2,59,6838993,\N,\N,\N,\N
526,187,1,7,13,6,6,6,1,58,\N,\N,\N,\N,\N
526,224,56,14,23,7,7,7,0,54,\N,\N,\N,\N,\N
526,137,182,6,2,\N,R,8,0,53,\N,\N,\N,\N,\N
526,206,25,33,15,\N,R,9,0,52,\N,\N,\N,\N,\N
526,222,6,11,16,\N,R,10,0,48,\N,\N,\N,\N,\N
526,119,21,29,19,\N,R,11,0,44,\N,\N,\N,\N,\N
526,178,3,27,1,\N,R,12,0,36,\N,\N,\N,\N,\N
526,176,57,22,21,\N,R,13,0,32,\N,\N,\N,\N,\N
526,223,3,28,5,\N,R,14,0,29,\N,\N,\N,\N,\N
526,217,182,5,9,\N,R,15,0,25,\N,\N,\N,\N,\N
526,219,4,15,8,\N,R,16,0,24,\N,\N,\N,\N,\N
526,177,59,20,12,\N,R,17,0,20,\N,\N,\N,\N,\N
526,175,1,8,22,\N,R,18,0,20,\N,\N,\N,\N,\N
526,197,25,4,11,\N,R,19,0,18,\N,\N,\N,\N,\N
526,207,32,1,17,\N,R,20,0,16,\N,\N,\N,\N,\N
526,199,32,2,6,\N,R,21,0,6,\N,\N,\N,\N,\N
526,172,27,26,4,\N,R,22,0,3,\N,\N,\N,\N,\N
526,235,27,25,24,\N,R,23,0,2,\N,\N,\N,\N,\N
526,152,51,35,18,\N,R,24,0,0,\N,\N,\N,\N,\N
526,230,51,36,0,\N,F,25,0,0,\N,\N,\N,\N,\N
526,200,21,30,0,\N,F,26,0,0,\N,\N,\N,\N,\N
526,136,58,17,0,\N,F,27,0,0,\N,\N,\N,\N,\N
526,212,62,31,0,\N,F,28,0,0,\N,\N,\N,\N,\N
526,237,56,19,0,\N,F,29,0,0,\N,\N,\N,\N,\N
526,232,60,24,0,\N,F,30,0,0,\N,\N,\N,\N,\N
527,207,32,5,1,1,1,1,9,52,5824470,\N,\N,\N,\N
527,182,34,1,5,2,2,2,6,52,5837680,\N,\N,\N,\N
527,221,25,4,10,3,3,3,4,52,5838110,\N,\N,\N,\N
527,231,1,7,6,4,4,4,3,52,5840520,\N,\N,\N,\N
527,238,32,6,3,5,5,5,2,52,5899320,\N,\N,\N,\N
527,175,1,8,9,6,6,6,1,52,5904370,\N,\N,\N,\N
527,199,6,11,2,7,7,7,0,52,5907070,\N,\N,\N,\N
527,203,6,12,7,8,8,8,0,52,5923350,\N,\N,\N,\N
527,224,56,14,17,9,9,9,0,52,5925070,\N,\N,\N,\N
527,222,59,20,15,10,10,10,0,52,5927970,\N,\N,\N,\N
527,200,54,9,13,11,11,11,0,52,5933540,\N,\N,\N,\N
527,197,54,10,11,12,12,12,0,51,\N,\N,\N,\N,\N
527,239,1,30,24,13,13,13,0,51,\N,\N,\N,\N,\N
527,202,25,3,23,14,14,14,0,51,\N,\N,\N,\N,\N
527,223,58,17,16,15,15,15,0,51,\N,\N,\N,\N,\N
527,172,27,26,8,16,16,16,0,50,\N,\N,\N,\N,\N
527,233,58,16,18,17,17,17,0,50,\N,\N,\N,\N,\N
527,230,63,19,12,18,18,18,0,50,\N,\N,\N,\N,\N
527,187,34,2,4,\N,R,19,0,41,\N,\N,\N,\N,\N
527,178,3,27,14,\N,R,20,0,36,\N,\N,\N,\N,\N
527,240,57,22,21,\N,R,21,0,35,\N,\N,\N,\N,\N
527,241,57,23,22,\N,R,22,0,28,\N,\N,\N,\N,\N
527,232,60,37,20,\N,R,23,0,9,\N,\N,\N,\N,\N
527,211,63,18,19,\N,R,24,0,4,\N,\N,\N,\N,\N
527,212,32,25,0,\N,F,25,0,0,\N,\N,\N,\N,\N
527,158,55,32,0,\N,F,26,0,0,\N,\N,\N,\N,\N
527,242,64,24,0,\N,F,27,0,0,\N,\N,\N,\N,\N
528,199,6,11,4,1,1,1,9,63,6599860,\N,\N,\N,\N
528,224,56,14,7,2,2,2,6,63,6648990,\N,\N,\N,\N
528,182,34,1,10,3,3,3,4,63,6656880,\N,\N,\N,\N
528,207,32,5,3,4,4,4,3,63,6692980,\N,\N,\N,\N
528,223,58,17,15,5,5,5,2,62,\N,\N,\N,\N,\N
528,202,25,3,19,6,6,6,1,62,\N,\N,\N,\N,\N
528,200,54,9,20,7,7,7,0,62,\N,\N,\N,\N,\N
528,187,34,2,21,8,8,8,0,61,\N,\N,\N,\N,\N
528,172,27,26,14,9,9,9,0,61,\N,\N,\N,\N,\N
528,119,21,36,18,10,10,10,0,59,\N,\N,\N,\N,\N
528,178,3,27,8,11,11,11,0,58,\N,\N,\N,\N,\N
528,212,32,25,22,\N,R,12,0,40,\N,\N,\N,\N,\N
528,203,6,12,6,\N,R,13,0,35,\N,\N,\N,\N,\N
528,175,1,8,5,\N,R,14,0,34,\N,\N,\N,\N,\N
528,231,1,7,2,\N,R,15,0,25,\N,\N,\N,\N,\N
528,233,58,16,9,\N,R,16,0,25,\N,\N,\N,\N,\N
528,222,59,20,12,\N,R,17,0,16,\N,\N,\N,\N,\N
528,238,32,6,1,\N,R,18,0,15,\N,\N,\N,\N,\N
528,240,57,22,23,\N,R,19,0,13,\N,\N,\N,\N,\N
528,239,1,30,13,\N,R,20,0,11,\N,\N,\N,\N,\N
528,221,25,4,11,\N,R,21,0,8,\N,\N,\N,\N,\N
528,211,63,18,24,\N,R,22,0,5,\N,\N,\N,\N,\N
528,241,57,23,17,\N,R,23,0,0,\N,\N,\N,\N,\N
528,197,54,10,16,\N,W,24,0,0,\N,\N,\N,\N,\N
528,232,60,37,0,\N,F,25,0,0,\N,\N,\N,\N,\N
528,158,55,32,0,\N,F,26,0,0,\N,\N,\N,\N,\N
528,230,63,19,0,\N,F,27,0,0,\N,\N,\N,\N,\N
528,242,64,24,0,\N,F,28,0,0,\N,\N,\N,\N,\N
529,238,32,6,12,1,1,1,9,78,6135767,\N,\N,\N,\N
529,221,25,4,11,2,2,2,6,78,6136233,\N,\N,\N,\N
529,187,34,2,10,3,3,3,4,78,6140209,\N,\N,\N,\N
529,178,3,27,18,4,4,4,3,78,6166753,\N,\N,\N,\N
529,172,27,26,13,5,5,5,2,78,6204985,\N,\N,\N,\N
529,202,25,3,14,6,6,6,1,77,\N,\N,\N,\N,\N
529,207,32,5,2,7,7,7,0,77,\N,\N,\N,\N,\N
529,197,54,10,17,8,8,8,0,77,\N,\N,\N,\N,\N
529,243,21,36,22,9,9,9,0,77,\N,\N,\N,\N,\N
529,212,32,25,21,10,10,10,0,77,\N,\N,\N,\N,\N
529,239,1,30,20,11,11,11,0,76,\N,\N,\N,\N,\N
529,230,63,19,19,12,12,12,0,76,\N,\N,\N,\N,\N
529,119,21,35,7,\N,R,13,0,63,\N,\N,\N,\N,\N
529,222,59,20,5,\N,R,14,0,59,\N,\N,\N,\N,\N
529,175,1,8,4,\N,R,15,0,56,\N,\N,\N,\N,\N
529,203,6,12,8,\N,R,16,0,55,\N,\N,\N,\N,\N
529,199,6,11,9,\N,R,17,0,55,\N,\N,\N,\N,\N
529,182,34,1,1,\N,R,18,0,52,\N,\N,\N,\N,\N
529,211,63,18,23,\N,R,19,0,52,\N,\N,\N,\N,\N
529,200,54,9,15,\N,R,20,0,43,\N,\N,\N,\N,\N
529,232,60,37,26,\N,R,21,0,39,\N,\N,\N,\N,\N
529,219,4,15,6,\N,R,22,0,38,\N,\N,\N,\N,\N
529,177,55,32,24,\N,R,23,0,15,\N,\N,\N,\N,\N
529,224,56,14,16,\N,R,24,0,9,\N,\N,\N,\N,\N
529,158,64,24,25,\N,R,25,0,8,\N,\N,\N,\N,\N
529,231,1,7,3,\N,R,26,0,5,\N,\N,\N,\N,\N
529,163,65,31,0,\N,F,27,0,0,\N,\N,\N,\N,\N
529,223,58,17,0,\N,F,28,0,0,\N,\N,\N,\N,\N
529,241,57,23,0,\N,F,29,0,0,\N,\N,\N,\N,\N
529,233,58,16,0,\N,F,30,0,0,\N,\N,\N,\N,\N
530,199,6,11,1,1,1,1,9,80,6721301,\N,\N,\N,\N
530,207,32,5,4,2,2,2,6,80,6732362,\N,\N,\N,\N
530,221,25,4,12,3,3,3,4,80,6750252,\N,\N,\N,\N
530,238,32,6,6,4,4,4,3,80,6766904,\N,\N,\N,\N
530,172,27,26,14,5,5,5,2,80,6804185,\N,\N,\N,\N
530,119,21,35,9,6,6,6,1,79,\N,\N,\N,\N,\N
530,178,3,27,8,7,7,7,0,79,\N,\N,\N,\N,\N
530,224,56,14,15,8,8,8,0,79,\N,\N,\N,\N,\N
530,243,21,36,18,9,9,9,0,79,\N,\N,\N,\N,\N
530,223,58,17,20,10,10,10,0,79,\N,\N,\N,\N,\N
530,197,54,10,19,11,11,11,0,75,\N,\N,\N,\N,\N
530,175,1,8,11,12,12,12,0,74,\N,\N,\N,\N,\N
530,222,59,20,10,\N,R,13,0,59,\N,\N,\N,\N,\N
530,230,63,19,17,\N,R,14,0,50,\N,\N,\N,\N,\N
530,219,4,15,13,\N,R,15,0,43,\N,\N,\N,\N,\N
530,203,6,12,2,\N,R,16,0,38,\N,\N,\N,\N,\N
530,182,34,1,3,\N,R,17,0,27,\N,\N,\N,\N,\N
530,202,25,3,22,\N,R,18,0,25,\N,\N,\N,\N,\N
530,232,60,37,21,\N,R,19,0,17,\N,\N,\N,\N,\N
530,200,54,9,16,\N,R,20,0,11,\N,\N,\N,\N,\N
530,187,34,2,5,\N,R,21,0,9,\N,\N,\N,\N,\N
530,231,1,7,7,\N,R,22,0,5,\N,\N,\N,\N,\N
530,211,63,18,0,\N,W,23,0,0,\N,\N,\N,\N,\N
530,233,58,16,0,\N,W,24,0,0,\N,\N,\N,\N,\N
530,239,1,30,0,\N,F,25,0,0,\N,\N,\N,\N,\N
530,241,57,22,0,\N,F,26,0,0,\N,\N,\N,\N,\N
530,177,55,32,0,\N,F,27,0,0,\N,\N,\N,\N,\N
530,212,32,25,0,\N,F,28,0,0,\N,\N,\N,\N,\N
530,240,58,39,0,\N,F,29,0,0,\N,\N,\N,\N,\N
530,206,64,24,0,\N,F,30,0,0,\N,\N,\N,\N,\N
531,221,25,4,5,1,1,1,9,75,6914660,\N,\N,\N,\N
531,182,34,1,3,2,2,2,6,75,6937110,\N,\N,\N,\N
531,222,59,20,9,3,3,3,4,75,6946950,\N,\N,\N,\N
531,187,34,2,2,4,4,4,3,75,6948190,\N,\N,\N,\N
531,202,25,3,13,5,5,5,2,75,6982720,\N,\N,\N,\N
531,119,21,35,14,6,6,6,1,75,6983430,\N,\N,\N,\N
531,175,1,8,11,7,7,7,0,74,\N,\N,\N,\N,\N
531,199,6,11,1,8,8,8,0,74,\N,\N,\N,\N,\N
531,224,56,14,20,9,9,9,0,74,\N,\N,\N,\N,\N
531,219,4,15,12,10,10,10,0,71,\N,\N,\N,\N,\N
531,207,32,5,4,11,11,11,0,69,\N,\N,\N,\N,\N
531,203,6,12,8,\N,R,12,0,62,\N,\N,\N,\N,\N
531,238,32,6,7,\N,R,13,0,56,\N,\N,\N,\N,\N
531,231,1,7,6,\N,R,14,0,43,\N,\N,\N,\N,\N
531,243,21,36,19,\N,R,15,0,38,\N,\N,\N,\N,\N
531,178,3,27,10,\N,R,16,0,29,\N,\N,\N,\N,\N
531,235,57,22,16,\N,R,17,0,27,\N,\N,\N,\N,\N
531,233,58,16,17,\N,R,18,0,24,\N,\N,\N,\N,\N
531,172,27,26,15,\N,R,19,0,13,\N,\N,\N,\N,\N
531,211,63,18,18,\N,R,20,0,8,\N,\N,\N,\N,\N
531,200,54,9,0,\N,F,21,0,0,\N,\N,\N,\N,\N
531,223,58,17,0,\N,F,22,0,0,\N,\N,\N,\N,\N
531,197,54,10,0,\N,F,23,0,0,\N,\N,\N,\N,\N
531,230,63,19,0,\N,F,24,0,0,\N,\N,\N,\N,\N
531,177,55,32,0,\N,F,25,0,0,\N,\N,\N,\N,\N
531,206,64,24,0,\N,F,26,0,0,\N,\N,\N,\N,\N
531,163,65,31,0,\N,F,27,0,0,\N,\N,\N,\N,\N
531,212,32,25,0,\N,F,28,0,0,\N,\N,\N,\N,\N
531,239,1,30,0,\N,F,29,0,0,\N,\N,\N,\N,\N
531,232,60,37,0,\N,F,30,0,0,\N,\N,\N,\N,\N
532,207,32,5,1,1,1,1,9,70,5992020,\N,\N,\N,\N
532,238,32,6,7,2,2,2,6,70,6001920,\N,\N,\N,\N
532,199,6,11,2,3,3,3,4,70,6016360,\N,\N,\N,\N
532,203,6,12,4,4,4,4,3,70,6039060,\N,\N,\N,\N
532,172,27,26,14,5,5,5,2,69,\N,\N,\N,\N,\N
532,202,25,3,23,6,6,6,1,69,\N,\N,\N,\N,\N
532,239,1,30,24,7,7,7,0,69,\N,\N,\N,\N,\N
532,152,1,33,21,8,8,8,0,69,\N,\N,\N,\N,\N
532,163,65,31,19,9,9,9,0,68,\N,\N,\N,\N,\N
532,178,3,27,11,10,10,10,0,68,\N,\N,\N,\N,\N
532,200,54,9,16,11,11,11,0,68,\N,\N,\N,\N,\N
532,235,57,22,22,12,12,12,0,64,\N,\N,\N,\N,\N
532,230,63,19,12,13,13,13,0,63,\N,\N,\N,\N,\N
532,233,58,16,10,\N,R,14,0,56,\N,\N,\N,\N,\N
532,219,4,15,20,\N,N,15,0,56,\N,\N,\N,\N,\N
532,222,59,20,5,\N,R,16,0,53,\N,\N,\N,\N,\N
532,221,25,4,13,\N,R,17,0,51,\N,\N,\N,\N,\N
532,223,58,17,18,\N,R,18,0,40,\N,\N,\N,\N,\N
532,119,21,35,8,\N,R,19,0,31,\N,\N,\N,\N,\N
532,243,21,36,17,\N,R,20,0,26,\N,\N,\N,\N,\N
532,187,34,2,9,\N,R,21,0,18,\N,\N,\N,\N,\N
532,182,34,1,3,\N,R,22,0,0,\N,\N,\N,\N,\N
532,231,1,7,6,\N,R,23,0,0,\N,\N,\N,\N,\N
532,224,56,14,15,\N,R,24,0,0,\N,\N,\N,\N,\N
532,211,63,18,0,\N,F,25,0,0,\N,\N,\N,\N,\N
532,206,64,24,0,\N,F,26,0,0,\N,\N,\N,\N,\N
532,177,55,32,0,\N,F,27,0,0,\N,\N,\N,\N,\N
532,244,54,10,0,\N,F,28,0,0,\N,\N,\N,\N,\N
532,212,32,25,0,\N,F,29,0,0,\N,\N,\N,\N,\N
532,232,60,37,0,\N,F,30,0,0,\N,\N,\N,\N,\N
533,207,32,5,1,1,1,1,9,75,6107060,\N,\N,\N,\N
533,238,32,6,2,2,2,2,6,75,6126620,\N,\N,\N,\N
533,172,27,26,10,3,3,3,4,75,6144300,\N,\N,\N,\N
533,222,59,20,9,4,4,4,3,75,6167120,\N,\N,\N,\N
533,187,34,2,7,5,5,5,2,75,6172990,\N,\N,\N,\N
533,231,1,7,4,6,6,6,1,74,\N,\N,\N,\N,\N
533,230,63,19,16,7,7,7,0,74,\N,\N,\N,\N,\N
533,178,3,27,18,8,8,8,0,74,\N,\N,\N,\N,\N
533,200,54,9,17,9,9,9,0,74,\N,\N,\N,\N,\N
533,203,6,12,5,10,10,10,0,74,\N,\N,\N,\N,\N
533,211,63,18,23,11,11,11,0,73,\N,\N,\N,\N,\N
533,202,25,3,13,12,12,12,0,71,\N,\N,\N,\N,\N
533,219,4,15,11,13,13,13,0,71,\N,\N,\N,\N,\N
533,243,21,36,19,14,14,14,0,71,\N,\N,\N,\N,\N
533,223,58,17,22,15,15,15,0,67,\N,\N,\N,\N,\N
533,235,57,22,21,\N,R,16,0,64,\N,\N,\N,\N,\N
533,224,56,14,15,\N,R,17,0,62,\N,\N,\N,\N,\N
533,199,6,11,3,\N,R,18,0,57,\N,\N,\N,\N,\N
533,182,34,1,6,\N,R,19,0,56,\N,\N,\N,\N,\N
533,221,25,4,12,\N,R,20,0,51,\N,\N,\N,\N,\N
533,233,58,16,24,\N,R,21,0,45,\N,\N,\N,\N,\N
533,119,21,35,8,\N,R,22,0,21,\N,\N,\N,\N,\N
533,212,32,25,20,\N,R,23,0,21,\N,\N,\N,\N,\N
533,175,1,8,14,\N,R,24,0,16,\N,\N,\N,\N,\N
533,232,60,37,0,\N,F,25,0,0,\N,\N,\N,\N,\N
533,239,1,30,0,\N,F,26,0,0,\N,\N,\N,\N,\N
533,208,1,28,0,\N,F,27,0,0,\N,\N,\N,\N,\N
533,244,54,10,0,\N,F,28,0,0,\N,\N,\N,\N,\N
533,177,55,32,0,\N,F,29,0,0,\N,\N,\N,\N,\N
534,182,34,1,3,1,1,1,9,70,6060606,\N,\N,\N,\N
534,119,21,35,5,2,2,2,6,70,6094625,\N,\N,\N,\N
534,238,32,6,4,3,3,3,4,70,6094711,\N,\N,\N,\N
534,175,1,8,15,4,4,4,3,69,\N,\N,\N,\N,\N
534,223,58,17,16,5,5,5,2,69,\N,\N,\N,\N,\N
534,224,56,14,13,6,6,6,1,69,\N,\N,\N,\N,\N
534,172,27,26,11,7,7,7,0,69,\N,\N,\N,\N,\N
534,231,1,7,14,8,8,8,0,69,\N,\N,\N,\N,\N
534,203,6,12,7,9,9,9,0,69,\N,\N,\N,\N,\N
534,199,6,11,8,10,10,10,0,69,\N,\N,\N,\N,\N
534,233,58,16,20,11,11,11,0,68,\N,\N,\N,\N,\N
534,212,32,25,21,12,12,12,0,68,\N,\N,\N,\N,\N
534,200,54,9,19,13,13,13,0,68,\N,\N,\N,\N,\N
534,243,21,36,24,14,14,14,0,67,\N,\N,\N,\N,\N
534,177,54,10,23,15,15,15,0,63,\N,\N,\N,\N,\N
534,232,60,37,22,\N,N,16,0,62,\N,\N,\N,\N,\N
534,207,32,5,1,\N,R,17,0,46,\N,\N,\N,\N,\N
534,178,3,27,9,\N,R,18,0,46,\N,\N,\N,\N,\N
534,221,25,4,12,\N,R,19,0,42,\N,\N,\N,\N,\N
534,219,4,15,10,\N,R,20,0,28,\N,\N,\N,\N,\N
534,187,34,2,2,\N,R,21,0,19,\N,\N,\N,\N,\N
534,222,59,20,6,\N,R,22,0,16,\N,\N,\N,\N,\N
534,202,25,3,17,\N,R,23,0,8,\N,\N,\N,\N,\N
534,230,63,19,18,\N,R,24,0,7,\N,\N,\N,\N,\N
534,211,63,18,0,\N,F,25,0,0,\N,\N,\N,\N,\N
534,239,1,30,0,\N,F,26,0,0,\N,\N,\N,\N,\N
534,235,57,22,0,\N,F,27,0,0,\N,\N,\N,\N,\N
535,207,32,5,2,1,1,1,9,54,5931920,\N,\N,\N,\N
535,238,32,6,5,2,2,2,6,54,5934850,\N,\N,\N,\N
535,231,1,7,4,3,3,3,4,54,5951720,\N,\N,\N,\N
535,187,34,2,1,4,4,4,3,54,5968800,\N,\N,\N,\N
535,178,3,27,14,5,5,5,2,54,5973730,\N,\N,\N,\N
535,222,59,20,7,6,6,6,1,54,5986450,\N,\N,\N,\N
535,172,27,26,10,7,7,7,0,54,5986660,\N,\N,\N,\N
535,119,21,35,12,8,8,8,0,54,6016800,\N,\N,\N,\N
535,175,1,8,6,9,9,9,0,54,6018980,\N,\N,\N,\N
535,202,25,3,16,10,10,10,0,54,6021900,\N,\N,\N,\N
535,233,58,16,20,11,11,11,0,53,\N,\N,\N,\N,\N
535,203,6,12,9,12,12,12,0,53,\N,\N,\N,\N,\N
535,200,54,9,25,13,13,13,0,53,\N,\N,\N,\N,\N
535,163,65,31,18,14,14,14,0,53,\N,\N,\N,\N,\N
535,243,21,36,21,15,15,15,0,53,\N,\N,\N,\N,\N
535,177,54,10,26,16,16,16,0,52,\N,\N,\N,\N,\N
535,230,63,19,19,17,17,17,0,52,\N,\N,\N,\N,\N
535,199,6,11,8,18,18,18,0,49,\N,\N,\N,\N,\N
535,239,1,30,24,\N,R,19,0,45,\N,\N,\N,\N,\N
535,224,56,14,15,\N,R,20,0,43,\N,\N,\N,\N,\N
535,211,63,18,23,\N,R,21,0,40,\N,\N,\N,\N,\N
535,152,1,33,22,\N,R,22,0,28,\N,\N,\N,\N,\N
535,182,34,1,3,\N,R,23,0,10,\N,\N,\N,\N,\N
535,221,25,4,13,\N,R,24,0,10,\N,\N,\N,\N,\N
535,223,58,17,17,\N,R,25,0,4,\N,\N,\N,\N,\N
535,219,4,15,11,\N,R,26,0,1,\N,\N,\N,\N,\N
535,232,60,37,0,\N,F,27,0,0,\N,\N,\N,\N,\N
535,206,57,22,0,\N,F,28,0,0,\N,\N,\N,\N,\N
535,212,32,25,0,\N,F,29,0,0,\N,\N,\N,\N,\N
536,199,6,11,8,1,1,1,9,76,6132390,\N,\N,\N,\N
536,182,34,1,4,2,2,2,6,76,6133620,\N,\N,\N,\N
536,187,34,2,9,3,3,3,4,76,6169640,\N,\N,\N,\N
536,221,25,4,10,4,4,4,3,76,6205660,\N,\N,\N,\N
536,233,58,16,18,5,5,5,2,75,\N,\N,\N,\N,\N
536,175,1,8,20,6,6,6,1,75,\N,\N,\N,\N,\N
536,152,1,33,16,7,7,7,0,75,\N,\N,\N,\N,\N
536,239,1,30,24,8,8,8,0,75,\N,\N,\N,\N,\N
536,230,63,19,25,9,9,9,0,75,\N,\N,\N,\N,\N
536,172,27,26,7,10,10,10,0,73,\N,\N,\N,\N,\N
536,200,54,9,26,\N,N,11,0,65,\N,\N,\N,\N,\N
536,177,54,10,22,\N,R,12,0,59,\N,\N,\N,\N,\N
536,223,58,17,17,\N,R,13,0,49,\N,\N,\N,\N,\N
