raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed
18,1,1,22,1,1,1,1,10,58,5690616,39,2,01:27.5,218.3
18,2,2,3,5,2,2,2,8,58,5696094,41,3,01:27.7,217.586
18,3,3,7,7,3,3,3,6,58,5698779,41,5,01:28.1,216.719
18,4,4,5,11,4,4,4,5,58,5707797,58,7,01:28.6,215.464
18,5,1,23,3,5,5,5,4,58,5708630,43,1,01:27.4,218.385
18,6,3,8,13,6,6,6,3,57,\N,50,14,01:29.6,212.974
18,7,5,14,17,7,7,7,2,55,\N,22,12,01:29.5,213.224
18,8,6,1,15,8,8,8,1,53,\N,20,4,01:27.9,217.18
18,9,2,4,2,\N,R,9,0,47,\N,15,9,01:28.8,215.1
18,10,7,12,18,\N,R,10,0,43,\N,23,13,01:29.6,213.166
18,11,8,18,19,\N,R,11,0,32,\N,24,15,01:30.9,210.038
18,12,4,6,20,\N,R,12,0,30,\N,20,16,01:31.4,208.907
18,13,6,2,4,\N,R,13,0,29,\N,23,6,01:28.2,216.51
18,14,9,9,8,\N,R,14,0,25,\N,21,11,01:29.5,213.3
18,15,7,11,6,\N,R,15,0,19,\N,18,10,01:29.3,213.758
18,16,10,20,22,\N,R,16,0,8,\N,8,17,01:32.0,207.461
18,17,9,10,14,\N,R,17,0,0,\N,\N,\N,\N,\N
18,18,11,16,12,\N,R,18,0,0,\N,\N,\N,\N,\N
18,19,8,19,21,\N,R,19,0,0,\N,\N,\N,\N,\N
18,20,5,15,9,\N,R,20,0,0,\N,\N,\N,\N,\N
18,21,10,21,16,\N,R,21,0,0,\N,\N,\N,\N,\N
18,22,11,17,10,\N,D,22,0,58,\N,44,8,01:28.7,215.141
19,8,6,1,2,1,1,1,10,56,5478555,37,2,01:35.4,209.158
19,9,2,4,4,2,2,2,8,56,5498125,39,6,01:35.9,208.033
19,5,1,23,8,3,3,3,6,56,5517005,19,7,01:35.9,208.031
19,15,7,11,3,4,4,4,5,56,5524387,53,8,01:36.1,207.715
19,1,1,22,9,5,5,5,4,56,5525103,53,3,01:35.5,209.033
19,2,2,3,5,6,6,6,3,56,5528388,55,1,01:35.4,209.244
19,17,9,10,6,7,7,7,2,56,5546685,53,12,01:36.7,206.366
19,4,4,5,7,8,8,8,1,56,5548596,40,10,01:36.3,207.24
19,14,9,9,12,9,9,9,0,56,5554775,55,9,01:36.2,207.417
19,18,11,16,11,10,10,10,0,56,5564769,56,4,01:35.7,208.481
19,12,4,6,13,11,11,11,0,56,5570757,52,15,01:37.0,205.812
19,21,10,21,17,12,12,12,0,55,\N,52,16,01:37.0,205.8
19,22,11,17,14,13,13,13,0,55,\N,55,11,01:36.7,206.372
19,3,3,7,16,14,14,14,0,55,\N,55,13,01:36.8,206.182
19,19,8,19,21,15,15,15,0,55,\N,55,18,01:38.2,203.265
19,11,8,18,19,16,16,16,0,54,\N,53,19,01:38.5,202.578
19,6,3,8,22,17,17,17,0,54,\N,19,17,01:37.7,204.222
19,20,5,15,15,\N,R,18,0,39,\N,37,14,01:36.9,205.995
19,13,6,2,1,\N,R,19,0,30,\N,15,5,01:35.9,208.048
19,16,10,20,20,\N,R,20,0,5,\N,3,20,01:40.3,198.891
19,10,7,12,10,\N,R,21,0,1,\N,\N,\N,\N,\N
19,7,5,14,18,\N,R,22,0,0,\N,\N,\N,\N,\N
20,13,6,2,2,1,1,1,10,57,5466970,38,3,01:33.6,208.153
20,8,6,1,4,2,2,2,8,57,5470309,35,4,01:33.7,207.911
20,9,2,4,1,3,3,3,6,57,5471968,55,5,01:33.8,207.765
20,2,2,3,6,4,4,4,5,57,5475379,48,2,01:33.6,208.231
20,5,1,23,5,5,5,5,4,57,5493759,49,1,01:33.2,209.062
20,15,7,11,7,6,6,6,3,57,5508284,45,7,01:34.2,206.819
20,17,9,10,11,7,7,7,2,57,5512443,51,8,01:34.3,206.597
20,3,3,7,8,8,8,8,1,57,5522859,57,6,01:34.1,207.109
20,10,7,12,13,9,9,9,0,57,5536470,56,9,01:34.8,205.503
20,4,4,5,10,10,10,10,0,57,5544151,35,13,01:35.2,204.668
20,22,11,17,12,11,11,11,0,57,5544832,40,10,01:34.9,205.399
20,21,10,21,18,12,12,12,0,56,\N,56,11,01:35.1,204.963
20,1,1,22,3,13,13,13,0,56,\N,25,19,01:35.5,203.969
20,6,3,8,16,14,14,14,0,56,\N,30,17,01:35.4,204.155
20,7,5,14,15,15,15,15,0,56,\N,33,15,01:35.3,204.369
20,19,8,19,21,16,16,16,0,56,\N,45,14,01:35.3,204.389
20,11,8,18,22,17,17,17,0,56,\N,56,20,01:35.9,203.18
20,14,9,9,17,18,18,18,0,56,\N,43,16,01:35.4,204.331
20,16,10,20,20,19,19,19,0,56,\N,55,18,01:35.4,204.136
20,12,4,6,14,\N,R,20,0,40,\N,31,12,01:35.1,204.808
20,18,11,16,9,\N,R,21,0,19,\N,11,21,01:36.1,202.686
20,20,5,15,19,\N,R,22,0,0,\N,\N,\N,\N,\N
21,8,6,1,1,1,1,1,10,66,5899051,46,1,01:21.7,205.191
21,13,6,2,3,2,2,2,8,66,5902279,45,2,01:21.8,204.863
21,1,1,22,5,3,3,3,6,66,5903238,20,3,01:22.0,204.323
21,9,2,4,4,4,4,4,5,66,5904745,20,4,01:22.1,204.102
21,17,9,10,7,5,5,5,4,66,5934989,19,8,01:22.6,202.969
21,18,11,16,13,6,6,6,3,66,5952061,66,5,01:22.4,203.489
21,6,3,8,12,7,7,7,2,66,5957295,48,15,01:23.5,200.576
21,15,7,11,8,8,8,8,1,66,5958486,45,10,01:22.8,202.494
21,2,2,3,9,9,9,9,0,66,5962124,21,7,01:22.5,203.08
21,21,10,21,19,10,10,10,0,65,\N,40,14,01:23.4,200.841
21,10,7,12,14,11,11,11,0,65,\N,57,12,01:23.0,201.886
21,14,9,9,17,12,12,12,0,65,\N,57,11,01:22.8,202.288
21,11,8,18,22,13,13,13,0,65,\N,34,17,01:24.6,198.045
21,3,3,7,15,\N,R,14,0,41,\N,20,13,01:23.3,201.13
21,4,4,5,2,\N,R,15,0,34,\N,15,9,01:22.7,202.677
21,22,11,17,11,\N,R,16,0,34,\N,21,16,01:23.9,199.837
21,5,1,23,6,\N,R,17,0,21,\N,19,6,01:22.5,203.243
21,19,8,19,21,\N,R,18,0,8,\N,6,20,01:26.9,192.922
21,7,5,14,16,\N,R,19,0,7,\N,6,19,01:26.0,194.862
21,12,4,6,10,\N,R,20,0,6,\N,6,18,01:25.4,196.128
21,16,10,20,20,\N,R,21,0,0,\N,\N,\N,\N,\N
21,20,5,15,18,\N,R,22,0,0,\N,\N,\N,\N,\N
22,13,6,2,1,1,1,1,10,58,5209451,16,3,01:26.7,221.734
22,1,1,22,3,2,2,2,8,58,5213230,31,2,01:26.5,222.085
22,8,6,1,4,3,3,3,6,58,5213722,20,1,01:26.5,222.144
22,9,2,4,5,4,4,4,5,58,5231396,17,4,01:26.8,221.442
22,2,2,3,9,5,5,5,4,58,5248192,20,5,01:27.2,220.328
22,4,4,5,7,6,6,6,3,58,5263175,57,6,01:27.3,220.174
22,17,9,10,6,7,7,7,2,58,5273680,14,7,01:27.6,219.294
22,3,3,7,11,8,8,8,1,58,5280857,55,9,01:27.8,218.882
22,14,9,9,10,9,9,9,0,58,5284721,41,12,01:28.0,218.457
22,15,7,11,8,10,10,10,0,58,5285795,52,11,01:27.9,218.556
22,18,11,16,13,11,11,11,0,57,\N,57,13,01:28.0,218.377
22,5,1,23,2,12,12,12,0,57,\N,55,8,01:27.6,219.269
22,10,7,12,15,13,13,13,0,57,\N,28,16,01:28.3,217.623
22,22,11,17,12,14,14,14,0,57,\N,56,14,01:28.0,218.33
22,12,4,6,17,15,15,15,0,57,\N,40,10,01:27.9,218.703
22,16,10,20,19,16,16,16,0,57,\N,35,18,01:28.8,216.454
22,20,5,15,14,17,17,17,0,57,\N,38,15,01:28.2,217.926
22,7,5,14,18,\N,R,18,0,24,\N,19,17,01:28.7,216.539
22,6,3,8,16,\N,R,19,0,1,\N,\N,\N,\N,\N
22,21,10,21,20,\N,R,20,0,0,\N,\N,\N,\N,\N
23,1,1,22,3,1,1,1,10,76,7242742,71,6,01:18.5,153.152
23,9,2,4,5,2,2,2,8,76,7245806,75,5,01:17.9,154.286
23,13,6,2,1,3,3,3,6,76,7247553,76,4,01:17.9,154.379
23,17,9,10,9,4,4,4,5,76,7262037,74,8,01:19.0,152.133
23,20,5,15,19,5,5,5,4,76,7267399,74,7,01:18.8,152.614
23,22,11,17,14,6,6,6,3,76,7271150,75,9,01:19.6,151.104
23,6,3,8,13,7,7,7,2,76,7272922,75,13,01:19.9,150.469
23,5,1,23,4,8,8,8,1,76,7275933,74,2,01:17.3,155.586
23,8,6,1,2,9,9,9,0,76,7276534,74,1,01:16.7,156.789
23,4,4,5,7,10,10,10,0,75,\N,73,3,01:17.9,154.413
23,18,11,16,11,11,11,11,0,75,\N,74,10,01:19.6,151.089
23,10,7,12,10,12,12,12,0,75,\N,75,11,01:19.6,151.021
23,15,7,11,8,13,13,13,0,75,\N,75,12,01:19.8,150.62
23,2,2,3,12,14,14,14,0,72,\N,72,14,01:20.3,149.829
23,16,10,20,18,\N,R,15,0,67,\N,60,16,01:22.0,146.564
23,3,3,7,6,\N,R,16,0,59,\N,58,15,01:21.3,147.951
23,12,4,6,17,\N,R,17,0,47,\N,40,17,01:31.2,131.86
23,21,10,21,20,\N,R,18,0,36,\N,33,18,01:32.8,129.5
23,14,9,9,15,\N,R,19,0,7,\N,7,20,01:42.1,117.753
23,7,5,14,16,\N,R,20,0,7,\N,7,19,01:41.2,118.872
24,9,2,4,2,1,1,1,10,70,5784227,47,4,01:17.5,202.473
24,2,2,3,8,2,2,2,8,70,5800722,25,2,01:17.4,202.758
24,14,9,9,13,3,3,3,6,70,5807579,36,7,01:18.1,201.057
24,10,7,12,11,4,4,4,5,70,5826854,31,17,01:19.1,198.51
24,13,6,2,6,5,5,5,4,70,5828161,11,6,01:18.0,201.261
24,15,7,11,14,6,6,6,3,70,5832002,38,15,01:18.9,199.056
24,22,11,17,9,7,7,7,2,70,5837824,35,10,01:18.3,200.503
24,20,5,15,19,8,8,8,1,70,5838347,33,12,01:18.5,199.913
24,5,1,23,7,9,9,9,0,70,5838660,62,11,01:18.5,200.091
24,3,3,7,5,10,10,10,0,70,5838976,14,5,01:18.0,201.336
24,18,11,16,20,11,11,11,0,70,5851767,58,19,01:19.4,197.847
24,17,9,10,10,12,12,12,0,70,5855526,51,8,01:18.2,200.759
24,7,5,14,18,13,13,13,0,69,\N,34,13,01:18.6,199.689
24,21,10,21,17,\N,R,14,0,51,\N,41,16,01:19.1,198.563
24,6,3,8,12,\N,R,15,0,46,\N,30,14,01:18.8,199.273
24,4,4,5,4,\N,R,16,0,44,\N,16,9,01:18.2,200.697
24,12,4,6,15,\N,R,17,0,43,\N,16,18,01:19.2,198.129
24,8,6,1,3,\N,R,18,0,19,\N,14,1,01:17.4,202.871
24,1,1,22,1,\N,R,19,0,19,\N,4,3,01:17.5,202.559
24,16,10,20,16,\N,R,20,0,13,\N,7,20,01:20.7,194.624
25,13,6,2,2,1,1,1,10,70,5510245,20,2,01:16.7,206.956
25,8,6,1,1,2,2,2,8,70,5528229,16,1,01:16.6,207.224
25,15,7,11,4,3,3,3,6,70,5538495,12,7,01:17.6,204.721
25,5,1,23,10,4,4,4,5,70,5539174,46,3,01:17.1,205.87
25,9,2,4,5,5,5,5,4,70,5540757,16,4,01:17.2,205.768
25,17,9,10,6,6,6,6,3,70,5550549,22,6,01:17.5,204.879
25,12,4,6,9,7,7,7,2,70,5551278,24,10,01:17.8,204.218
25,4,4,5,3,8,8,8,1,70,5553617,39,8,01:17.6,204.525
25,14,9,9,7,9,9,9,0,70,5561266,23,12,01:17.8,204.06
25,1,1,22,13,10,10,10,0,70,5564783,40,5,01:17.5,205.022
25,10,7,12,8,11,11,11,0,70,5567945,45,13,01:17.8,204.013
25,20,5,15,12,12,12,12,0,70,5568310,36,11,01:17.8,204.212
25,2,2,3,11,13,13,13,0,70,5572324,46,9,01:17.7,204.328
25,22,11,17,20,14,14,14,0,69,\N,54,14,01:18.0,203.665
25,6,3,8,15,15,15,15,0,69,\N,60,15,01:18.1,203.443
25,3,3,7,19,16,16,16,0,69,\N,38,17,01:18.3,202.776
25,7,5,14,14,17,17,17,0,69,\N,28,16,01:18.2,203.022
25,21,10,21,17,18,18,18,0,69,\N,53,19,01:18.6,202.141
25,16,10,20,18,19,19,19,0,69,\N,41,18,01:18.5,202.385
25,18,11,16,16,\N,R,20,0,16,\N,15,20,01:20.9,196.345
26,1,1,22,4,1,1,1,10,60,5949440,16,3,01:32.8,199.398
26,2,2,3,5,2,2,2,8,60,6018017,21,2,01:32.7,199.609
26,22,11,17,16,3,3,3,6,60,6031713,21,11,01:33.4,198.183
26,8,6,1,3,4,4,4,5,59,\N,18,1,01:32.1,200.842
26,5,1,23,1,5,5,5,4,59,\N,17,5,01:33.1,198.728
26,4,4,5,6,6,6,6,3,59,\N,17,6,01:33.1,198.722
26,15,7,11,14,7,7,7,2,59,\N,22,13,01:33.8,197.292
26,6,3,8,15,8,8,8,1,59,\N,21,14,01:34.3,196.31
26,3,3,7,20,9,9,9,0,59,\N,21,16,01:34.8,195.234
26,17,9,10,2,10,10,10,0,59,\N,17,4,01:33.0,199.109
26,7,5,14,13,11,11,11,0,59,\N,21,9,01:33.4,198.224
26,10,7,12,12,12,12,12,0,59,\N,19,15,01:34.6,195.619
26,13,6,2,9,13,13,13,0,58,\N,19,8,01:33.3,198.458
26,9,2,4,10,\N,R,14,0,39,\N,22,12,01:33.5,197.859
26,18,11,16,17,\N,R,15,0,38,\N,21,10,01:33.4,198.205
26,12,4,6,7,\N,R,16,0,35,\N,21,7,01:33.2,198.573
26,21,10,21,19,\N,R,17,0,16,\N,21,17,01:34.9,194.96
26,16,10,20,18,\N,R,18,0,10,\N,5,18,01:38.2,188.545
26,20,5,15,8,\N,R,19,0,0,\N,\N,\N,\N,\N
26,14,9,9,11,\N,R,20,0,0,\N,\N,\N,\N,\N
27,1,1,22,1,1,1,1,10,67,5480874,17,2,01:16.0,216.552
27,12,4,6,17,2,2,2,8,67,5486460,66,9,01:16.9,214.099
27,13,6,2,2,3,3,3,6,67,5490213,19,5,01:16.5,215.241
27,2,2,3,12,4,4,4,5,67,5490699,52,1,01:16.0,216.7
27,5,1,23,3,5,5,5,4,67,5493285,63,4,01:16.5,215.261
27,8,6,1,6,6,6,6,3,67,5495277,66,3,01:16.3,215.692
27,9,2,4,7,7,7,7,2,67,5503556,17,6,01:16.6,214.937
27,20,5,15,9,8,8,8,1,67,5514173,20,8,01:16.8,214.484
27,15,7,11,4,9,9,9,0,67,5518032,17,12,01:17.0,213.785
27,3,3,7,13,10,10,10,0,67,5518499,34,15,01:17.4,212.799
27,4,4,5,5,11,11,11,0,67,5519474,17,13,01:17.1,213.53
27,7,5,14,15,12,12,12,0,67,5519985,63,10,01:17.0,213.935
27,14,9,9,10,13,13,13,0,67,5535845,18,11,01:17.0,213.866
27,6,3,8,16,14,14,14,0,67,5540877,23,17,01:17.7,211.947
27,16,10,20,19,15,15,15,0,67,5550362,66,18,01:17.9,211.408
27,21,10,21,20,16,16,16,0,67,5564967,67,20,01:18.2,210.546
27,18,11,16,14,17,17,17,0,66,\N,56,16,01:17.6,212.097
27,22,11,17,18,\N,R,18,0,50,\N,30,19,01:18.0,211.145
27,17,9,10,8,\N,R,19,0,40,\N,20,14,01:17.2,213.278
27,10,7,12,11,\N,R,20,0,35,\N,24,7,01:16.7,214.652
28,5,1,23,2,1,1,1,10,70,5847067,19,7,01:21.8,192.917
28,10,7,12,5,2,2,2,8,70,5858128,42,6,01:21.7,193.111
28,8,6,1,6,3,3,3,6,70,5863923,61,1,01:21.2,194.243
28,4,4,5,7,4,4,4,5,70,5868681,47,8,01:21.8,192.823
28,1,1,22,1,5,5,5,4,70,5870115,15,3,01:21.5,193.533
28,12,4,6,10,6,6,6,3,70,5879365,64,4,01:21.5,193.428
28,15,7,11,9,7,7,7,2,70,5883516,65,5,01:21.6,193.189
28,9,2,4,4,8,8,8,1,70,5895388,70,9,01:21.9,192.475
28,17,9,10,8,9,9,9,0,70,5905901,67,10,01:22.1,192.043
28,2,2,3,15,10,10,10,0,70,5914776,67,11,01:22.2,191.908
28,14,9,9,13,11,11,11,0,70,5917474,67,16,01:22.7,190.634
28,18,11,16,12,12,12,12,0,69,\N,63,13,01:22.4,191.409
28,6,3,8,16,13,13,13,0,69,\N,67,18,01:23.3,189.319
28,3,3,7,14,14,14,14,0,69,\N,57,12,01:22.4,191.409
28,21,10,21,18,15,15,15,0,69,\N,68,15,01:22.6,190.844
28,22,11,17,17,16,16,16,0,68,\N,65,14,01:22.4,191.319
28,13,6,2,3,17,17,17,0,67,\N,16,2,01:21.4,193.861
28,7,5,14,19,18,18,18,0,67,\N,29,17,01:23.2,189.516
28,16,10,20,20,\N,R,19,0,62,\N,29,19,01:23.7,188.542
28,20,5,15,11,\N,R,20,0,22,\N,17,20,01:24.2,187.262
29,13,6,2,1,1,1,1,10,57,5732339,36,1,01:38.7,197.637
29,1,1,22,2,2,2,2,8,57,5737950,16,2,01:38.9,197.285
29,9,2,4,3,3,3,3,6,57,5769692,38,4,01:39.3,196.399
29,5,1,23,5,4,4,4,5,57,5772042,19,3,01:39.1,196.831
29,15,7,11,7,5,5,5,4,57,5783023,37,12,01:39.7,195.755
29,20,5,15,6,6,6,6,3,57,5784964,36,6,01:39.5,196.093
29,10,7,12,13,7,7,7,2,57,5800329,54,8,01:39.5,195.995
29,3,3,7,9,8,8,8,1,57,5803796,35,10,01:39.6,195.912
29,2,2,3,8,9,9,9,0,57,5814516,57,7,01:39.5,196.013
29,7,5,14,10,10,10,10,0,57,5822133,35,11,01:39.6,195.79
29,12,4,6,15,11,11,11,0,57,5825056,29,9,01:39.5,195.977
29,17,9,10,14,12,12,12,0,56,\N,27,14,01:40.3,194.57
29,18,11,16,16,13,13,13,0,56,\N,21,18,01:40.8,193.606
29,21,10,21,18,14,14,14,0,56,\N,54,15,01:40.4,194.397
29,6,3,8,11,15,15,15,0,56,\N,56,13,01:39.8,195.469
29,22,11,17,19,16,16,16,0,56,\N,56,16,01:40.6,193.933
29,14,9,9,17,17,17,17,0,56,\N,13,19,01:41.0,193.194
29,8,6,1,4,\N,R,18,0,45,\N,34,5,01:39.4,196.214
29,16,10,20,20,\N,R,19,0,41,\N,28,17,01:40.7,193.802
29,4,4,5,12,\N,R,20,0,0,\N,\N,\N,\N,\N
30,13,6,2,2,1,1,1,10,44,4979394,26,3,01:48.2,232.987
30,2,2,3,5,2,2,2,8,44,4988777,36,7,01:49.1,231.182
30,1,1,22,1,3,3,3,6,44,4989933,20,2,01:48.1,233.175
30,4,4,5,6,4,4,4,5,44,4993872,25,9,01:49.2,230.82
30,20,5,15,10,5,5,5,4,44,4993970,16,8,01:49.1,231.142
30,9,2,4,8,6,6,6,3,44,4994431,36,5,01:49.0,231.399
30,7,5,14,9,7,7,7,2,44,4996129,31,6,01:49.0,231.32
30,17,9,10,7,8,8,8,1,44,5022170,34,10,01:49.5,230.236
30,10,7,12,13,9,9,9,0,44,5046439,37,12,01:50.3,228.691
30,5,1,23,3,10,10,10,0,43,\N,35,4,01:48.2,232.985
30,14,9,9,14,11,11,11,0,43,\N,19,11,01:50.2,228.853
30,3,3,7,15,12,12,12,0,43,\N,32,15,01:50.7,227.862
30,16,10,20,18,13,13,13,0,43,\N,27,13,01:50.5,228.211
30,6,3,8,19,14,14,14,0,43,\N,35,17,01:51.0,227.218
30,18,11,16,17,15,15,15,0,43,\N,19,16,01:50.7,227.832
30,15,7,11,11,16,16,16,0,43,\N,32,14,01:50.5,228.095
30,21,10,21,20,17,17,17,0,43,\N,17,19,01:51.7,225.731
30,8,6,1,4,18,18,18,0,42,\N,24,1,01:47.9,233.618
30,22,11,17,16,\N,R,19,0,19,\N,10,20,01:52.1,224.983
30,12,4,6,12,\N,R,20,0,13,\N,12,18,01:51.1,226.915
31,20,5,15,1,1,1,1,10,53,5207494,53,14,01:30.5,230.414
31,5,1,23,2,2,2,2,8,53,5220006,53,13,01:30.3,230.95
31,9,2,4,11,3,3,3,6,53,5227965,52,12,01:30.3,230.955
31,4,4,5,8,4,4,4,5,53,5231397,51,9,01:30.0,231.82
31,2,2,3,10,5,5,5,4,53,5235242,53,6,01:29.8,232.217
31,13,6,2,6,6,6,6,3,53,5236310,52,4,01:29.7,232.505
31,1,1,22,15,7,7,7,2,53,5237406,52,5,01:29.7,232.44
31,17,9,10,3,8,8,8,1,53,5239542,52,3,01:29.7,232.544
31,8,6,1,14,9,9,9,0,53,5246962,53,1,01:28.0,236.859
31,12,4,6,17,10,10,10,0,53,5261939,53,16,01:30.9,229.38
31,10,7,12,9,11,11,11,0,53,5266382,53,8,01:29.9,231.853
31,6,3,8,18,12,12,12,0,53,5269509,53,11,01:30.2,231.167
31,15,7,11,7,13,13,13,0,53,5273448,52,15,01:30.9,229.544
31,3,3,7,5,14,14,14,0,53,5276129,53,10,01:30.0,231.671
31,18,11,16,19,15,15,15,0,53,5280864,52,7,01:29.8,232.166
31,14,9,9,13,16,16,16,0,52,\N,49,17,01:32.5,225.557
31,22,11,17,16,17,17,17,0,52,\N,42,19,01:33.9,222.053
31,7,5,14,4,18,18,18,0,52,\N,52,2,01:29.3,233.646
31,16,10,20,20,19,19,19,0,51,\N,51,18,01:33.5,223.146
31,21,10,21,12,\N,R,20,0,11,\N,6,20,01:37.3,214.326
32,4,4,5,15,1,1,1,10,61,7036304,55,3,01:45.8,172.464
32,3,3,7,8,2,2,2,8,61,7039261,39,5,01:46.5,171.352
32,1,1,22,2,3,3,3,6,61,7042221,14,4,01:46.1,171.969
32,10,7,12,7,4,4,4,5,61,7044459,50,8,01:47.0,170.408
32,20,5,15,6,5,5,5,4,61,7046572,13,9,01:47.3,170.047
32,2,2,3,9,6,6,6,3,61,7047405,14,11,01:47.3,169.992
32,14,9,9,14,7,7,7,2,61,7052691,41,13,01:47.6,169.587
32,6,3,8,10,8,8,8,1,61,7054793,13,10,01:47.3,170.022
32,18,11,16,12,9,9,9,0,61,7056189,61,15,01:48.1,168.7
32,5,1,23,5,10,10,10,0,61,7063206,14,12,01:47.3,169.943
32,9,2,4,4,11,11,11,0,61,7064279,14,6,01:46.9,170.639
32,7,5,14,17,12,12,12,0,61,7065736,29,14,01:47.8,169.181
32,13,6,2,1,13,13,13,0,61,7071474,13,2,01:45.8,172.482
32,21,10,21,20,14,14,14,0,61,7079875,28,16,01:49.1,167.195
32,8,6,1,3,15,15,15,0,57,\N,14,1,01:45.6,172.74
32,15,7,11,11,\N,R,16,0,50,\N,32,7,01:47.0,170.523
32,16,10,20,19,\N,R,17,0,49,\N,38,18,01:49.3,166.936
32,17,9,10,13,\N,R,18,0,29,\N,13,17,01:49.2,167.069
32,22,11,17,18,\N,R,19,0,14,\N,13,19,01:50.3,165.348
32,12,4,6,16,\N,R,20,0,13,\N,13,20,01:50.4,165.154
33,4,4,5,4,1,1,1,10,67,5421892,41,3,01:19.1,207.668
33,9,2,4,6,2,2,2,8,67,5427175,16,7,01:19.3,207.168
33,8,6,1,2,3,3,3,6,67,5428292,66,2,01:19.0,207.947
33,12,4,6,12,4,4,4,5,67,5442462,54,4,01:19.2,207.411
33,15,7,11,7,5,5,5,4,67,5445659,18,9,01:19.5,206.564
33,20,5,15,9,6,6,6,3,67,5461099,21,12,01:19.6,206.322
33,13,6,2,5,7,7,7,2,67,5468050,55,1,01:18.4,209.456
33,17,9,10,13,8,8,8,1,67,5472703,30,13,01:19.8,205.798
33,2,2,3,16,9,9,9,0,67,5476012,67,8,01:19.5,206.727
33,7,5,14,10,10,10,10,0,67,5480977,49,6,01:19.3,207.246
33,3,3,7,15,11,11,11,0,67,5483988,66,10,01:19.5,206.545
33,1,1,22,1,12,12,12,0,67,5500792,65,11,01:19.6,206.47
33,22,11,17,17,13,13,13,0,66,\N,66,16,01:20.6,203.869
33,18,11,16,18,14,14,14,0,66,\N,66,17,01:20.8,203.178
33,6,3,8,14,15,15,15,0,66,\N,32,15,01:20.4,204.404
33,21,10,21,20,\N,R,16,0,21,\N,20,19,01:21.6,201.365
33,5,1,23,3,\N,R,17,0,16,\N,12,5,01:19.3,207.257
33,16,10,20,19,\N,R,18,0,8,\N,6,18,01:21.2,202.327
33,10,7,12,8,\N,R,19,0,6,\N,4,14,01:20.3,204.685
33,14,9,9,11,\N,R,20,0,0,\N,\N,\N,\N,\N
34,1,1,22,1,1,1,1,10,56,5517403,13,1,01:36.3,203.722
34,13,6,2,3,2,2,2,8,56,5532328,36,4,01:36.6,203.161
34,8,6,1,2,3,3,3,6,56,5533848,14,2,01:36.5,203.389
34,4,4,5,4,4,4,4,5,56,5535773,56,5,01:36.7,203.018
34,2,2,3,9,5,5,5,4,56,5546326,56,3,01:36.5,203.357
34,9,2,4,11,6,6,6,3,56,5550622,56,7,01:36.9,202.61
34,10,7,12,12,7,7,7,2,56,5559125,56,6,01:36.7,202.876
34,12,4,6,10,8,8,8,1,56,5574048,56,8,01:37.0,202.313
34,20,5,15,6,9,9,9,0,56,5581742,55,9,01:37.2,201.863
34,14,9,9,15,10,10,10,0,56,5592245,27,14,01:37.8,200.746
34,22,11,17,13,11,11,11,0,56,5602464,56,16,01:37.8,200.558
34,6,3,8,17,12,12,12,0,56,5608250,54,17,01:38.0,200.202
34,7,5,14,8,13,13,13,0,56,5608860,36,12,01:37.5,201.366
34,17,9,10,16,14,14,14,0,56,5609825,10,13,01:37.7,200.896
34,3,3,7,14,15,15,15,0,55,\N,38,10,01:37.2,201.793
34,18,11,16,18,16,16,16,0,55,\N,54,15,01:37.8,200.705
34,21,10,21,20,17,17,17,0,55,\N,54,18,01:38.4,199.483
34,5,1,23,5,\N,R,18,0,49,\N,32,11,01:37.3,201.677
34,16,10,20,19,\N,R,19,0,13,\N,13,19,01:39.7,196.86
34,15,7,11,7,\N,R,20,0,2,\N,2,20,02:39.6,122.945
35,13,6,2,1,1,1,1,10,71,5651435,36,1,01:13.7,210.377
35,4,4,5,6,2,2,2,8,71,5664733,39,8,01:14.2,208.98
35,8,6,1,3,3,3,3,6,71,5667670,59,3,01:14.1,209.296
35,20,5,15,7,4,4,4,5,71,5689446,25,7,01:14.2,209.022
35,1,1,22,4,5,5,5,4,71,5690342,31,4,01:14.2,209.177
35,10,7,12,10,6,6,6,3,71,5695803,32,2,01:14.1,209.465
35,5,1,23,5,7,7,7,2,71,5706509,36,6,01:14.2,209.042
35,15,7,11,2,8,8,8,1,71,5719868,40,5,01:14.2,209.155
35,17,9,10,12,9,9,9,0,71,5731101,40,14,01:15.0,206.741
35,2,2,3,8,10,10,10,0,70,\N,41,10,01:14.7,207.796
35,9,2,4,13,11,11,11,0,70,\N,61,9,01:14.4,208.57
35,3,3,7,18,12,12,12,0,70,\N,35,12,01:14.9,207.014
35,18,11,16,17,13,13,13,0,70,\N,59,11,01:14.8,207.498
35,7,5,14,9,14,14,14,0,70,\N,57,13,01:15.0,206.967
35,22,11,17,15,15,15,15,0,70,\N,35,16,01:15.4,205.696
35,16,10,20,20,16,16,16,0,69,\N,60,17,01:15.8,204.721
35,6,3,8,16,17,17,17,0,69,\N,50,18,01:15.9,204.473
35,21,10,21,19,18,18,18,0,69,\N,36,15,01:15.2,206.249
35,12,4,6,11,\N,R,19,0,0,\N,\N,\N,\N,\N
35,14,9,9,14,\N,R,20,0,0,\N,\N,\N,\N,\N
36,8,6,6,1,1,1,1,10,58,5128770,41,1,01:25.2,223.978
36,4,1,1,2,2,2,2,8,58,5136012,20,2,01:26.3,221.178
